normalized_reviews,predicted_rating
"['get', 'phone', 'one', 'freinds', 'school', 'show', 'always', 'turn', 'head', 'phone', 'phone', 'see', 'galaxy', 'one']",0
"['awesome', 'phone', 'come', 'note', 'onlyrics', 'phone', 'week', 'half', 'first', 'day', 'get', 'notice', 'difference', 'note', 'love', 'water', 'resistant', 'best', 'feature', 'find', 'far']",1
"['usb', 'cover', 'break', 'open', 'charge', 'phone', 'think', 'ips', 'approve', 'mostly', 'water', 'resistant', 'part']",0
"['new', 'great', 'phone', 'fast', 'download', 'kitkat', 'weightloss', 'program', 'fitness', 'app', 'preinstalled', 'work', 'well', 'pedometer', 'beat', 'per', 'minute', 'heart', 'rate', 'lightning', 'fast', 'processor', 'bigger', 'screen', 'old', 'womt', 'disappoint', 'buy', 'phone']",1
"['year', 'love', 'love', 'phone']",1
"['simple', 'unimaginative', 'feature', 'iphone', 'continue', 'use', 'samsung', 'phone', 'ipad', 'simple', 'seem', 'interface', 'phone', 'remind', 'much', 'many', 'doors', 'lead', 'nowhere', 'categories', 'could', 'group', 'together', 'much', 'better', 'use', 'space']",1
"['own', 'couple', 'years', 'friends', 'purchase', 'course', 'jealous', 'lucky', 'pick', 'yesterday', 'stay', 'much', 'night', 'play', 'around', 'see', 'feature', 'test', 'offer']",1
"['phone', 'note', 'first', 'one', 'kick', 'note', 'butt', 'performance', 'fast', 'screen', 'beautiful', 'picture', 'take', 'crisp', 'application', 'management', 'wonderful', 'stick', 'stock', 'apps']",1
"['guy', 'galaxy', 'really', 'set', 'bar', 'high', 'sleek', 'design', 'immaculate', 'camera', 'speedy', 'performance', 'make', 'brainer', 'love', 'new', 'look', 'touchwiz', 'htc', 'apple', 'competition', 'device']",1
"['lightweight', 'love', 'back', 'easy', 'use', 'lot', 'great', 'feature', 'good', 'call', 'quality']",1
"['understand', 'reviewers', 'question', 'upgrade', 'samsung', 'galaxy', 'worth', 'call', 'minor', 'upgrade', 'say', 'reviewers', 'either', 'anti', 'samsung', 'bias', 'try', 'phone', 'length', 'time', 'plain', 'idiots']",1
"['iphone', 'user', 'almost', 'years', 'since', 'think', 'ever', 'switch', 'new', 'phone', 'husband', 'talk', 'get', 'one', 'like', 'could', 'back', 'iphone', 'well', 'days', 'go', 'back', 'iphone']",1
"['much', 'better', 'phone', 'love', 'value', 'customer']",1
"['samsung', 'continue', 'amaze', 'know', 'hear', 'really', 'like', 'galaxy', 'come', 'galaxy', 'skip', 'pre', 'order', 'hand', 'april', 'faster', 'bigger', 'brighter', 'way', 'cooler']",1
"['galaxy', 'actually', 'galaxy', 'great', 'device', 'sense', 'pretty', 'love', 'camera', 'feature', 'big', 'screen', 'excite', 'new', 'galaxy', 'wait']",1
"['first', 'samsung', 'cell', 'phone', 'love', 'would', 'definitely', 'recommend', 'friends']",1
"['time', 'love', 'everything', 'phone', 'never', 'problems', 'phone', 'boost', 'service', 'highly', 'recommend', 'galaxy', 'anybody', 'happy', 'current', 'phone']",1
"['hello', 'dennis', 'let', 'start', 'say', 'truly', 'love', 'phone', 'really', 'appreciate', 'way', 'make', 'life', 'easier', 'phone', 'like', 'world', 'cylinders', 'lol', 'ladies', 'gentlemen', 'awsome', 'dont', 'stop', 'perfect', 'items', 'love', 'thank']",1
"['love', 'camera', 'finger', 'print', 'scanner', 'great', 'try', 'stay', 'get', 'fit', 'extra', 'add', 'ons', 'plus', 'samsung', 'cant', 'beat', 'quality', 'always', 'great', 'products', 'wish', 'little', 'less', 'expensive', 'think', 'worth']",1
"['great', 'phone', 'good', 'feature', 'easy', 'use', 'sound', 'good', 'waterproof']",1
"['first', 'smart', 'phone', 'samsung', 'ready', 'upgrade', 'kid', 'talk', 'iphone', 'absolutely', 'hat', 'iphone', 'nearly', 'easy', 'use', 'perform', 'nearly', 'well', 'samsung', 'return', 'samsung', 'quickly', 'possible', 'love']",1
"['product', 'allow', 'one', 'one', 'site', 'time', 'take', 'great', 'picture', 'also', 'lot', 'feature', 'phone', 'overall', 'great']",1
"['great', 'speed', 'fast', 'access', 'application', 'use', 'fast', 'good', 'download', 'speed', 'google', 'play', 'app', 'store', 'love', 'screen', 'vivid', 'look', 'many', 'good', 'function', 'mention', 'need', 'time', 'space', 'real', 'lol']",1
"['receive', 'replacement', 'large', 'old', 'size', 'perfect', 'carry', 'extra', 'bag', 'carry', 'phone', 'around', 'please']",0
"['love', 'samsung', 'products', 'would', 'like', 'see', 'failsafe', 'function', 'damage', 'screen', 'could', 'still', 'use', 'function', 'phone', 'via', 'voice', 'command', 'instance', 'voice', 'could', 'open', 'download', 'program', 'phone', 'speaker', 'could', 'louder']",0
"['love', 'phone', 'feature', 'lot', 'samsung', 'apps', 'use', 'cant', 'get', 'phone', 'also', 'think', 'battery', 'could', 'better', 'could', 'also', 'apps']",1
"['reason', 'continue', 'hurt', 'card', 'matter', 'one', 'use', 'phone', 'battery', 'burner', 'hour', 'use', 'heavy', 'use']",0
"['always', 'buy', 'new', 'budget', 'phone', 'see', 'thes', 'one', 'price', 'already', 'years', 'old', 'blow', 'new', 'budget', 'phone', 'water', 'last', 'samsung', 'love', 'miss', 'pick', 'baby']",1
"['product', 'speed', 'durability', 'many', 'great', 'feature', 'helpful', 'everyday', 'life', 'recommend', 'everyone', 'get', 'phone', 'another', 'one', 'samsung', 'phone', 'great', 'desirable']",1
"['recently', 'purchase', 'phone', 'happy', 'nice', 'screen', 'size', 'lightweight', 'beautiful', 'design', 'take', 'great', 'quality', 'picture', 'highly', 'recommend', 'phone']",1
"['unlimited', 'apps', 'download', 'compare', 'iphone', 'good', 'camera', 'good', 'sound', 'well', 'big', 'screen', 'worth', 'one']",1
"['almost', 'year', 'never', 'let', 'battery', 'live', 'bad', 'like', 'update', 'android', 'marshmallow', 'really', 'show', 'best', 'performance', 'device']",1
"['great', 'phone', 'nice', 'size', 'feature', 'need', 'good', 'battery', 'life', 'fast', 'charge', 'galaxy', 'products', 'disappoint']",1
"['galaxy', 'appropriate', 'device', 'life', 'petfectly', 'make']",0
"['love', 'phone', 'new', 'system', 'good', 'still', 'like', 'phone']",1
"['phone', 'good', 'galaxy', 'believe', 'one', 'best', 'phone', 'quality', 'reliability', 'size', 'function']",1
"['work', 'fast', 'lot', 'memory']",1
"['problems', 'far', 'would', 'tell', 'everyone', 'phone']",1
"['ohone', 'work', 'good', 'years', 'problems', 'yet', 'price', 'expensive', 'since', 'buy', 'boost', 'would', 'like', 'would', 'least', 'unlock']",0
"['years', 'use', 'lower', 'end', 'smart', 'phone', 'upgrade', 'galaxy', 'first', 'high', 'end', 'smart', 'phone', 'absolutely', 'love', 'everything', 'need', 'fast', 'lot', 'storage', 'awesome', 'camera', 'price', 'perfect']",1
"['choice', 'switch', 'dont', 'lik', 'fact', 'still', 'cnt', 'erase', 'apps', 'dnt', 'use', 'pretty', 'much', 'camaras', 'much', 'better', 'hate', 'could', 'find', 'white', 'battery', 'drain', 'much', 'faster', 'many', 'full', 'protection', 'case']",1
"['problem', 'try', 'get', 'internet', 'get', 'message', 'battery', 'damage', 'phone', 'tell', 'add', 'apps', 'cell', 'phone', 'battery', 'life', 'horrible']",0
"['device', 'great', 'design', 'really', 'lightweight']",1
"['buy', 'many', 'cellphones', 'another', 'brand', 'always', 'make', 'regret', 'fetting', 'phone', 'finally', 'decide', 'samsung', 'brand', 'phone', 'best', 'decision', 'ever']",1
"['lightweight', 'easy', 'use', 'different', 'apps', 'health', 'apps', 'essential', 'unlike', 'phone', 'switch', 'phone', 'storage', 'card']",1
"['galaxy', 'years', 'first', 'get', 'exceptional', 'two', 'years', 'lag', 'freeze', 'display', 'work', 'back', 'fall', 'performance', 'still', 'good', 'love', 'amount', 'memory', 'hold', 'overall', 'good', 'phone', 'much', 'better', 'phone', 'ever']",1
"['star', 'great', 'phone', 'highly', 'recommend']",1
"['never', 'problem', 'phone', 'years', 'go']",0
"['problem', 'phone', 'phone', 'screen', 'green', 'line', 'flicker', 'screen', 'put', 'display', 'brightness', 'way', 'go', 'away', 'put', 'brightness', 'back', 'think', 'cause', 'lollipop', 'update']",0
"['like', 'style', 'camera', 'good', 'quality', 'always', 'prefer', 'samsung', 'phone', 'reliable']",1
"['fast', 'reliable', 'great', 'camera', 'memory', 'applications', 'love', 'much']",1
"['camera', 'allow', 'zone', 'get', 'larger', 'picture']",0
"['samsung', 'never', 'cease', 'disappoint', 'products', 'old', 'new', 'nice', 'feature', 'best', 'personally', 'like', 'design', 'version', 'better']",1
"['great', 'phone', 'minor', 'flaw', 'great', 'feature']",1
"['picture', 'quality', 'good', 'longer', 'use', 'separate', 'cameras', 'anymore', 'take', 'photos', 'videos', 'battery', 'charge', 'last', 'least', 'two', 'days', 'grant', 'play', 'game', 'watch', 'movies', 'phone', 'galaxy', 'tablet']",1
"['love', 'product', 'absolutely', 'great', 'feature', 'change', 'anything']",1
"['meet', 'expectations', 'far', 'happy', 'purchase', 'particular', 'samsung', 'product']",1
"['phone', 'everything', 'want', 'design', 'feature', 'quality', 'performance', 'speed', 'use', 'homework', 'even', 'write', 'paper', 'best', 'phone', 'own', 'long', 'time']",1
"['best', 'phone', 'own', 'far', 'go', 'hard', 'switch', 'awesome']",1
"['think', 'samsung', 'cellphones', 'easy', 'learn', 'use', 'personal', 'phone', 'also', 'company', 'work', 'give', 'iphone', 'hate', 'difficult', 'complex', 'already', 'buy', 'watch', 'use', 'samsung', 'drive', 'time', 'become', 'easier', 'need', 'reach', 'cellphone', 'see']",1
"['since', 'christmas', 'ans', 'best', 'phone', 'ever', 'use', 'iphone', 'wasnt', 'fan', 'get', 'myslef', 'school', 'allow', 'contact', 'friends', 'teachers', 'help', 'style', 'phone', 'personality']",1
"['buy', 'couple', 'months', 'ago', 'absolutely', 'love', 'trade', 'zte', 'warp', 'elite', 'couldnt', 'happier', 'someday', 'like', 'advancw', 'note', 'purchase', 'probably', 'every', 'phone', 'market', 'eapecially', 'ipones', 'past', 'samsung', 'far', 'surpass', 'iphone', 'kepp', 'good', 'work', 'samsung']",1
"['anything', 'everything', 'need', 'fast']",1
"['great', 'camera', 'lot', 'memory', 'easy', 'use', 'use', 'music', 'ring', 'tone', 'great', 'speakers', 'fast', 'download']",1
"['appreciate', 'phone', 'large', 'screen', 'large', 'font', 'also', 'enjoy', 'speech', 'allow', 'use', 'phone', 'since', 'visually', 'impair', 'shortcuts', 'help', 'well', 'get', 'need', 'quickly', 'move', 'day']",1
"['upgrade', 'memory', 'durable', 'thanx']",1
"['really', 'enjoy', 'samsung', 'galaxy', 'problem', 'magazine', 'feature', 'annoy', 'shut']",0
"['item', 'samsung', 'create', 'awesome']",1
"['nice', 'design', 'great', 'battery', 'life', 'expandeble', 'memory', 'simple', 'easy', 'really', 'recommend', 'phone']",1
"['best', 'phone', 'could', 'buy', 'maybe', 'future', 'might', 'get', 'samsung', 'galaxy', 'note', 'know', 'one', 'would', 'want', 'gon', 'stick', 'best', 'phone', 'cause', 'love', 'everything']",1
"['father', 'best', 'phone', 'ever', 'own', 'great', 'feature', 'really', 'know', 'use', 'would', 'say', 'yes', 'would', 'recommend', 'fall', 'anyone', 'else', 'especially', 'people', 'use', 'maximum', 'ability']",1
"['good', 'performance', 'long', 'battery', 'life', 'great', 'operate', 'system', 'water', 'proof', 'thing', 'make', 'last']",1
"['good', 'price', 'great', 'picture', 'incredible', 'high', 'definition', 'screen', 'like', 'great', 'watch', 'movies']",1
"['love', 'samsung', 'brand', 'even', 'better', 'yet', 'worry', 'free', 'water', 'resistant', 'phone', 'good', 'life', 'style', 'withe', 'otter', 'case', 'military', 'grade']",1
"['camera', 'awesome', 'videos', 'look', 'great', 'love', 'new', 'phone', 'two', 'thumb', 'smile']",1
"['phone', 'wonderful', 'feature', 'easy', 'use', 'little', 'expensive', 'issue', 'nothing', 'work', 'upgrade', 'would', 'trade', 'new', 'anything', 'love']",1
"['good', 'company', 'many', 'great', 'products', 'make', 'many', 'thing', 'review', 'write', 'essay']",1
"['absolutely', 'love', 'phone', 'weeks', 'enjoy', 'actually', 'first', 'time', 'samsung', 'galaxy', 'really', 'love', 'money', 'spend', 'phone', 'lol']",1
"['phone', 'fast', 'responsive', 'great', 'camera', 'great', 'color', 'picture', 'good', 'android', 'system']",1
"['love', 'phone', 'even', 'galaxy', 'market', 'love', 'wait', 'something', 'like', 'replace', 'one']",1
"['another', 'solid', 'phone', 'samsung', 'love', 'love', 'much', 'great', 'product', 'good', 'job', 'guy']",1
"['great', 'phone', 'love', 'able', 'use', 'child', 'mode', 'year', 'old', 'son']",1
"['great', 'product', 'service', 'providers', 'future', 'thank', 'gadgets']",1
"['everything', 'need', 'problems', 'love', 'phone']",1
"['sooo', 'love', 'galaxy', 'camera', 'everything']",1
"['love', 'everything', 'especially', 'take', 'photos', 'underwater']",1
"['absolutely', 'love', 'perfect', 'everyway', 'big', 'small', 'great', 'feature', 'awesome', 'display', 'thank', 'samsung']",1
"['really', 'like']",1
"['two', 'word', 'love', 'samsung', 'product', 'purchase', 'far']",1
"['samsung', 'galaxy', 'perfect', 'phone', 'want', 'high', 'performance', 'thats', 'like', 'plus', 'also', 'love', 'mega', 'pixel', 'camera', 'screen', 'generate', 'perfect', 'dispay', 'amaze', 'love']",1
"['receive', 'galaxy', 'mail', 'daughter', 'recommend', 'phone', 'love', 'take', 'picture', 'know', 'camera', 'work', 'year', 'old', 'daughter', 'saw', 'say', 'camera', 'phone', 'suppose', 'better', 'phone', 'resolution', 'capabilities', 'effect']",1
"['love', 'phone', 'keyboard', 'nice', 'use', 'fast', 'processor', 'take', 'gorgeous', 'professional', 'picture', 'easy', 'use', 'upgrade']",1
"['absolutely', 'love', 'galaxy', 'phone', 'first', 'galaxy', 'ever', 'skeptical', 'get', 'one', 'really', 'know', 'phone', 'amaze', 'camera', 'phenomenal', 'sound', 'crisp', 'clear', 'picture', 'crisp', 'clear', 'also']",1
"['problem', 'phone', 'need', 'restart', 'via', 'battery', 'pull', 'complaints']",0
"['much', 'memory', 'space', 'previous', 'phone', 'much', 'device']",0
"['love', 'brand', 'easy', 'use', 'lot', 'space', 'keep', 'day', 'go', 'easygoing', 'pace']",1
"['like', 'samsung', 'line', 'either', 'way', 'wait', 'afford', 'samsung', 'long', 'time', 'extremely', 'happy', 'phone', 'amaze', 'feature', 'picture', 'quality', 'phenomenal', 'camera', 'take', 'beautiful', 'photos', 'never', 'slow']",1
"['love', 'phone', 'seem', 'forever', 'price', 'however', 'another', 'story', 'lol']",0
"['epic', 'performance', 'quality', 'also', 'easy', 'use', 'use', 'anything', 'phone', 'possibility']",1
"['gona', 'buy', 'phone', 'doin', 'researshd', 'come', 'conclusion', 'samsung', 'phone', 'better', 'complicate', 'user', 'friendly']",0
"['simple', 'device', 'figure', 'use', 'also', 'aesthetic', 'quick', 'especially', 'like', 'fingerprint', 'sensor', 'extremely', 'accurate', 'camera', 'brilliant', 'fantastic', 'quality', 'front', 'back']",1
"['recently', 'upgrade', 'review', 'might', 'little', 'bias', 'everything', 'think', 'take', 'bite', 'figure', 'probably', 'gon', 'last', 'phone', 'buy', 'really', 'need', 'upgrade']",1
"['better', 'cell', 'phone', 'usage', 'trouble', 'get', 'internet', 'phone', 'pay', 'unlimited', 'data', 'usage', 'years', 'change', 'plan', 'either', 'purpose', 'apps', 'keep', 'disappear', 'shortcut', 'page']",0
"['dozen', 'plus', 'phone', 'past', 'year', 'get', 'familiar', 'many', 'brand', 'good', 'business', 'make', 'hundred', 'two', 'hundred', 'range', 'galaxy', 'happy']",1
"['phone', 'best', 'love', 'great', 'product']",1
"['loyal', 'android', 'user', 'years', 'far', 'favorite', 'phone']",1
"['galaxy', 'prior', 'phone', 'please', 'happy', 'upgrade']",1
"['get', 'samsung', 'galaxy', 'easy', 'use', 'access', 'apps', 'easily', 'lag', 'like', 'phone', 'also', 'love', 'design', 'camera', 'quality', 'also', 'better']",1
"['awesome', 'fast', 'great', 'graphics', 'cool', 'game', 'love', 'tons', 'apps', 'choose']",1
"['teach', 'anything', 'good', 'say', 'say', 'anything', 'say', 'say', 'work', 'fantastic', 'work', 'ways', 'one', 'drain', 'nothing', 'show', 'pretty', 'say']",0
"['get', 'look', 'forward', 'learn', 'use']",1
"['phone', 'overall', 'great', 'machine', 'amaze', 'feature', 'quick', 'connect', 'drawback', 'sometimes', 'freeze', 'certain', 'apps', 'bug', 'work', 'five', 'star', 'phone', 'across', 'board']",1
"['phone', 'everything', 'ever', 'want', 'phone', 'almost', 'month', 'issue', 'phone', 'continue', 'buy', 'samsung']",1
"['phone', 'negativities', 'insanely', 'fast', 'lte', 'incredible', 'performance', 'overall', 'appeal', 'negative', 'aspect', 'wifi', 'force', 'small', 'burden', 'affect', 'battery', 'life', 'regret', 'decision', 'upgrade']",1
"['work', 'great', 'months', 'every', 'time', 'try', 'use', 'health', 'application', 'shut', 'also', 'freeze', 'lot']",0
"['phone', 'upgrade', 'form', 'previous', 'samsung', 'prevail', 'apples', 'oranges', 'difference', 'storage', 'space', 'make', 'wonderful', 'experience', 'use', 'apps', 'battery', 'far', 'last', 'much', 'longer']",1
"['phone', 'dream', 'phone', 'first', 'come', 'soon', 'hand', 'fell', 'love', 'never', 'freeze', 'never', 'glitches', 'amaze', 'bright', 'display', 'take', 'vibrant', 'picture', 'love', 'underwater', 'take', 'picture', 'videos']",1
"['absolutely', 'love', 'phone', 'recent', 'graduate', 'slowly', 'start', 'move', 'everything', 'plan', 'complaints', 'phone', 'great', 'service', 'fast', 'reliable', 'great', 'battery', 'unless', 'constantly', 'use', 'location', 'service', 'happen', 'every', 'phone']",1
"['battery', 'get', 'completely', 'day', 'phone', 'feature', 'performance', 'make', 'charge', 'time', 'day', 'love', 'connect', 'projector', 'monitor', 'use', 'usb', 'port']",0
"['love', 'phone', 'wait', 'little', 'longer', 'could', 'get']",1
"['love', 'could', 'anything', 'phone', 'mention', 'able', 'take', 'picture', 'water', 'best']",1
"['love', 'phone', 'camera', 'great', 'love', 'apps', 'love', 'health', 'app']",1
"['love', 'way', 'operate', 'also', 'take', 'great', 'picture']",0
"['take', 'better', 'picture', 'iphone', 'easy', 'use']",1
"['like', 'phone', 'great', 'color', 'screen', 'good', 'good', 'camera']",1
"['love', 'product', 'world', 'never', 'change', 'samsung']",1
"['one', 'word', 'phone', 'awesome']",1
"['samsung', 'galaxy', 'year', 'service', 'great', 'love', 'feature', 'apps', 'come', 'also', 'like', 'design', 'nice', 'sleek', 'easily', 'handle']",1
"['love', 'samsung', 'galaxy', 'feature', 'phone', 'beyond', 'expect']",1
"['love', 'phone', 'begin', 'use', 'less', 'year', 'samsung', 'perform', 'latest', 'upgrade', 'start', 'problems', 'poor', 'battery', 'life', 'drop', 'call', 'apps', 'get', 'really', 'lazy', 'sometimes', 'reboot', 'make', 'work', 'start', 'get', 'ridicule']",0
"['phone', 'great', 'love', 'anyone', 'get', 'love']",1
"['finger', 'print', 'reader', 'joke', 'amount', 'bloat', 'ware', 'ragous', 'samsungs', 'interface', 'app', 'manager', 'ever', 'call', 'garbage', 'would', 'nice', 'company', 'would', 'give', 'strait', 'instead', 'clog', 'device']",0
"['love', 'galaxy', 'love', 'galxy', 'phone', 'previous', 'purchase', 'continue', 'satisfy', 'feature', 'new', 'phone', 'come', 'samsung', 'unbeatable', 'value', 'product', 'design']",1
"['great', 'product', 'would', 'better', 'multi', 'user', 'profile', 'person', 'go', 'use', 'phone', 'good', 'use', 'profile']",1
"['amaze', 'phone', 'love', 'two', 'screen', 'open', 'time', 'help', 'homework']",1
"['favorite', 'thing', 'phone', 'waterproof']",0
"['samsung', 'galaxy', 'lot', 'hipe', 'say', 'phone', 'year', 'best', 'rat', 'phone', 'high', 'make', 'buy', 'samsung', 'galaxy', 'pay', 'keep', 'think', 'focus', 'much', 'speed', 'leave', 'sound', 'sound', 'volume', 'phone', 'horrible', 'low']",0
"['like', 'design', 'feature', 'especially', 'ultra', 'power', 'save', 'mode', 'dont', 'havt', 'charge', 'basically', 'hours', 'really', 'hours', 'great']",1
"['recently', 'upgrade', 'galaxy', 'galaxy', 'love', 'except', 'charge', 'port', 'work', 'anymore', 'years', 'use', 'think', 'could', 'like', 'phone', 'start', 'use', 'absolutely', 'love', 'new', 'phone']",1
"['go', 'keep', 'short', 'sweet', 'phone', 'rock', 'super', 'fast', 'easy', 'use']",1
"['quality', 'phone', 'great', 'feature', 'neat', 'samsung', 'apps', 'eliminate', 'need', 'download', 'extra', 'apps', 'world', 'clock', 'health', 'fitness', 'track', 'flashlight', 'feature', 'screen', 'muncher', 'screen', 'crystal', 'clear', 'camera', 'awesome']",1
"['phone', 'last', 'long', 'time', 'fun', 'use', 'recommend', 'anyone']",1
"['hold', 'older', 'galaxy', 'phone', 'wait', 'next', 'big', 'thing', 'edge', 'much', 'research', 'go', 'glad', 'might', 'appeal', 'users', 'personally', 'like', 'things', 'model', 'battery', 'remove']",1
"['new', 'rave', 'think', 'like', 'best', 'nice', 'screen', 'great', 'color', 'play', 'movies', 'well', 'love', 'phone', 'go', 'dont', 'know', 'ever', 'do', 'without', 'best', 'choice', 'ever', 'make']",1
"['first', 'phone', 'must', 'say', 'impress', 'sell', 'point', 'expandable', 'storage', 'superb', 'camera', 'highly', 'recommend', 'phone', 'anyone', 'wrong']",1
"['best', 'phone', 'massive', 'upgrade', 'galaxy', 'fast']",1
"['love', 'phone', 'good', 'love', 'wayer', 'dust', 'protection', 'old', 'phone', 'get', 'damage', 'water', 'isna', 'plus', 'phone', 'everything', 'good', 'love', 'batery', 'live', 'hey', 'las', 'longer', 'others']",1
"['galaxy', 'amaze', 'phone', 'love', 'always', 'love', 'samsung', 'galaxies', 'really', 'want', 'get', 'galaxy', 'edge', 'hope', 'read', 'know', 'love', 'phone', 'galaxies', 'best']",1
"['great', 'easy', 'use', 'love', 'samsung', 'products', 'snafu', 'frame', 'around', 'screen', 'dent', 'really', 'easy']",1
"['definitely', 'say', 'firstglimps', 'smartphone', 'design', 'amaze', 'well', 'design', 'feel', 'hand', 'amaze', 'love', 'galaxy', 'something', 'truly', 'amaze']",1
"['simply', 'love', 'fact', 'two', 'things', 'time', 'camera', 'amaze', 'picture', 'come', 'crystal', 'clear', 'best', 'purchase', 'ever', 'wish', 'boost', 'mobile', 'service']",1
"['love', 'feature', 'function', 'phone', 'especially', 'pedometer', 'heart', 'rate', 'monitor']",1
"['fast', 'phone', 'love', 'battery', 'get', 'charge', 'fast', 'minutes']",1
"['great', 'read', 'business', 'need', 'love', 'better', 'ipad', 'number', 'reason', 'glad', 'turn', 'back']",1
"['galaxy', 'best', 'cell', 'phone', 'ever', 'would', 'recommend', 'anyone']",1
"['upgrade', 'galaxy', 'phone', 'use', 'business', 'personal', 'upgrade', 'sell', 'size', 'speed', 'performance', 'feature', 'dust', 'water', 'proof', 'seal', 'also', 'like', 'extend', 'battery', 'feature', 'save', 'couple', 'occasion']",1
"['easy', 'use', 'body', 'use', 'decent', 'desing']",1
"['best', 'phone', 'ever', 'everything', 'need', 'ask', 'anything', 'better']",1
"['way', 'better', 'iphone', 'better', 'stuff']",1
"['everything', 'could', 'want', 'cell', 'phone', 'galaxy', 'need', 'iphone']",1
"['new', 'overall', 'best', 'smartphone', 'own', 'thus', 'fat', 'everything', 'move', 'fast']",1
"['love', 'phone', 'take', 'great', 'picture', 'really', 'fast']",1
"['love', 'phone', 'would', 'trade', 'anything', 'best', 'phone', 'yet']",1
"['own', 'lot', 'phone', 'far', 'best', 'ever', 'lightweight', 'super', 'bright', 'clear', 'screen', 'drop', 'several', 'time', 'even', 'scratch', 'mom', 'want', 'lug', 'around', 'big', 'camera', 'phone', 'great', 'camera', 'take', 'amaze', 'picture', 'high', 'enough']",1
"['luv', 'phone', 'size', 'perfect', 'battery', 'last', 'whole', 'day', 'take', 'beautiful', 'picture', 'love', 'toolbox', 'proud', 'galaxy', 'name', 'phone']",1
"['good', 'phone', 'expect', 'better', 'performance', 'price', 'range', 'lag', 'often', 'much', 'bloatware', 'phone', 'hopefully', 'samsung', 'remedy', 'issue']",1
"['love', 'bring', 'new', 'mean', 'life']",1
"['smooth', 'run', 'picture', 'awesome', 'clarity', 'excellent']",1
"['love', 'samsung', 'galaxy', 'best', 'phone', 'reliable', 'water', 'resistant', 'feature', 'fingerprint', 'scanner', 'let', 'know', 'information', 'safe', 'one', 'thing', 'make', 'laugh', 'friend', 'get', 'jealous', 'get', 'bore', 'iphone', 'change', 'channel']",1
"['satisfy', 'glad', 'go', 'product', 'instead', 'others']",1
"['think', 'samsung', 'products', 'best', 'sale', 'best', 'one', 'samsung', 'galaxy', 'company', 'make', 'good', 'products', 'like', 'phone', 'cameras', 'table', 'etc', 'etc']",1
"['picture', 'awesome', 'apps', 'great', 'durability', 'good', 'water', 'resistance', 'great', 'problem', 'phone', 'texting', 'text', 'sometimes', 'write', 'different', 'letter', 'try', 'type', 'passcode', 'type', 'whatever', 'want', 'key', 'board', 'get', 'stick']",1
"['easy', 'use', 'right', 'box', 'hold', 'great', 'charge', 'love', 'new', 'health', 'app']",1
"['love', 'feature', 'plus', 'sceen', 'best', 'better', 'phone']",1
"['thing', 'dislike', 'fingerprint', 'feature', 'next', 'time', 'eliminate', 'swipe', 'action', 'lay', 'finger', 'screen']",1
"['size', 'design', 'capacity', 'practicality', 'nice', 'like', 'better', 'phone', 'use', 'almost', 'everything']",1
"['pay', 'ton', 'money', 'samsung', 'galaxy', 'love', 'feature', 'cant', 'stand', 'performance', 'screen', 'constantly', 'lock', 'push', 'side', 'button', 'turn', 'screen', 'countless', 'time', 'day', 'everyday', 'unlock', 'screen', 'find', 'restart', 'entirely', 'many', 'time']",0
"['one', 'fast', 'amaze', 'graphics', 'awesome', 'camera', 'long', 'last', 'battery', 'awesome', 'heart', 'monitor', 'nice', 'size', 'good', 'smart', 'phone']",1
"['galaxy', 'water', 'resistant', 'secure', 'finger', 'print', 'cool', 'feature', 'like', 'double', 'screen', 'air', 'view', 'thats', 'awesome', 'like', 'take', 'picture', 'photos', 'nice', 'good', 'job', 'samsung']",1
"['phone', 'get', 'love', 'one', 'stop', 'stay', 'phone', 'love', 'everything']",1
"['complaints', 'love', 'look', 'feel', 'device', 'operate', 'advertise', 'would', 'recommend', 'anyone', 'best', 'phone', 'ever', 'like', 'better', 'iphone']",1
"['far', 'best', 'phone', 'ever', 'own', 'easy', 'use', 'easy', 'view', 'easy', 'setup']",1
"['great', 'phone', 'feature', 'really', 'use', 'great', 'screen', 'size', 'fast', 'processors']",1
"['buy', 'product', 'months', 'problem', 'ram', 'instal', 'application', 'ram', 'always', 'full', 'sometime', 'work', 'slowly', 'force', 'restart', 'mobile', 'occur', 'sometime', 'two', 'time', 'per', 'days']",0
"['great', 'phone', 'lot', 'always', 'freeze', 'soon', 'set', 'phone', 'put', 'lock', 'finger', 'print', 'scanner', 'make', 'freeze', 'put', 'regular', 'pattern', 'make', 'freeze', 'open', 'many', 'apps', 'freeze', 'put', 'clip', 'case', 'bring', 'freeze']",0
"['great', 'phone', 'everything', 'need', 'recommend']",1
"['get', 'phone', 'last', 'week', 'love', 'quick', 'agile', 'would', 'compare', 'favorably', 'anything', 'market', 'right', 'fantastic', 'screen', 'video', 'playback', 'superb', 'try', 'camera', 'yet', 'expect', 'great', 'result', 'photos', 'take', 'real', 'soon']",1
"['love', 'phone', 'happy', 'upgrade', 'get', 'phone', 'con', 'set', 'menu', 'find', 'bite', 'confuse', 'take', 'realize', 'category', 'point', 'run', 'search', 'find', 'need']",1
"['love', 'everything', 'phone', 'years', 'useful', 'great', 'back', 'camera', 'definitely', 'better', 'front', 'camera', 'battery', 'life', 'pretty', 'good', 'never', 'really', 'many', 'issue']",1
